name,math,english,chinese,avg
Student3034,unknown,79.0,56.0,67.5
Student3035,67.0,80.0,77.0,74.7
Student3036,98.0,77.0,95.0,90.0
Student3037,77.0,71.0,74.0,74.0
Student3038,96.0,93.0,95.0,94.7
Student3039,60.0,77.0,77.0,71.3
Student3040,94.0,62.0,51.0,69.0
Student3041,82.0,74.0,66.0,74.0
Student3042,66.0,93.0,53.0,70.7
Student3043,55.0,95.0,62.0,70.7
Student3044,53.0,56.0,unknown,54.5
Student3045,69.0,94.0,52.0,71.7
Student3046,97.0,55.0,86.0,79.3
Student3047,96.0,73.0,82.0,83.7
Student3048,76.0,68.0,90.0,78.0
Student3049,64.0,68.0,unknown,66.0
Student3050,55.0,85.0,57.0,65.7
Student3051,96.0,58.0,unknown,77.0
Student3052,63.0,97.0,51.0,70.3
Student3053,60.0,85.0,82.0,75.7
Student3054,88.0,87.0,61.0,78.7
Student3055,58.0,89.0,71.0,72.7
Student3056,75.0,78.0,62.0,71.7
Student3057,65.0,73.0,59.0,65.7
Student3058,54.0,97.0,66.0,72.3
Student3059,59.0,54.0,92.0,68.3
Student3060,99.0,91.0,54.0,81.3
Student3061,52.0,94.0,58.0,68.0
Student3062,62.0,75.0,62.0,66.3
Student3063,92.0,63.0,72.0,75.7
Student3064,98.0,88.0,79.0,88.3
Student3065,79.0,78.0,92.0,83.0
Student3066,94.0,55.0,53.0,67.3
Student3067,55.0,56.0,70.0,60.3
Student3068,66.0,86.0,92.0,81.3
Student3069,94.0,unknown,58.0,76.0
Student3070,68.0,72.0,56.0,65.3
Student3071,91.0,93.0,65.0,83.0
Student3072,84.0,87.0,72.0,81.0
Student3073,95.0,50.0,72.0,72.3
Student3074,75.0,unknown,80.0,77.5
Student3075,54.0,93.0,54.0,67.0
Student3076,78.0,96.0,55.0,76.3
Student3077,86.0,84.0,50.0,73.3
Student3078,69.0,72.0,97.0,79.3
Student3079,98.0,76.0,77.0,83.7
Student3080,70.0,75.0,67.0,70.7
Student3081,59.0,57.0,73.0,63.0
Student3082,54.0,92.0,62.0,69.3
Student3083,85.0,65.0,unknown,75.0
Student3084,55.0,90.0,59.0,68.0
Student3085,75.0,unknown,56.0,65.5
Student3086,53.0,81.0,86.0,73.3
Student3087,88.0,54.0,81.0,74.3
Student3088,88.0,69.0,94.0,83.7
Student3089,99.0,63.0,unknown,81.0
Student3090,84.0,81.0,65.0,76.7
Student3091,50.0,unknown,73.0,61.5
Student3092,73.0,96.0,63.0,77.3
Student3093,85.0,55.0,60.0,66.7
Student3094,55.0,85.0,68.0,69.3
Student3095,90.0,89.0,72.0,83.7
Student3096,95.0,54.0,83.0,77.3
Student3097,93.0,62.0,89.0,81.3
Student3098,80.0,81.0,62.0,74.3
Student3099,69.0,65.0,88.0,74.0
Student3100,73.0,50.0,93.0,72.0
Student3101,74.0,62.0,77.0,71.0
Student3102,85.0,60.0,89.0,78.0
Student3103,70.0,57.0,65.0,64.0
Student3104,79.0,74.0,99.0,84.0
Student3105,73.0,89.0,77.0,79.7
Student3106,93.0,81.0,53.0,75.7
Student3107,91.0,73.0,77.0,80.3
Student3108,79.0,77.0,61.0,72.3
Student3109,71.0,63.0,65.0,66.3
Student3110,77.0,unknown,98.0,87.5
Student3111,56.0,52.0,85.0,64.3
Student3112,unknown,85.0,69.0,77.0
Student3113,77.0,76.0,75.0,76.0
Student3114,63.0,69.0,unknown,66.0
Student3115,59.0,96.0,71.0,75.3
Student3116,65.0,unknown,58.0,61.5
Student3117,unknown,76.0,54.0,65.0
Student3118,80.0,94.0,66.0,80.0
Student3119,91.0,90.0,98.0,93.0
Student3120,unknown,77.0,83.0,80.0
Student3121,62.0,74.0,unknown,68.0
Student3122,55.0,91.0,56.0,67.3
Student3123,93.0,93.0,85.0,90.3
Student3124,58.0,95.0,62.0,71.7
Student3125,94.0,82.0,69.0,81.7
Student3126,85.0,95.0,79.0,86.3
Student3127,92.0,63.0,79.0,78.0
Student3128,69.0,57.0,60.0,62.0
Student3129,67.0,97.0,80.0,81.3
Student3130,92.0,63.0,52.0,69.0
Student3131,unknown,50.0,51.0,50.5
Student3132,53.0,unknown,97.0,75.0
Student3133,99.0,67.0,52.0,72.7
Student3134,82.0,56.0,64.0,67.3
Student3135,76.0,64.0,66.0,68.7
Student3136,56.0,73.0,97.0,75.3
Student3137,55.0,98.0,56.0,69.7
Student3138,64.0,62.0,97.0,74.3
Student3139,67.0,58.0,54.0,59.7
Student3140,81.0,64.0,83.0,76.0
Student3141,60.0,84.0,82.0,75.3
Student3142,69.0,73.0,94.0,78.7
Student3143,73.0,82.0,65.0,73.3
Student3144,64.0,65.0,86.0,71.7
Student3145,97.0,57.0,52.0,68.7
Student3146,56.0,unknown,96.0,76.0
Student3147,70.0,72.0,97.0,79.7
Student3148,91.0,94.0,92.0,92.3
Student3149,75.0,80.0,99.0,84.7
Student3150,93.0,89.0,70.0,84.0
Student3151,unknown,98.0,90.0,94.0
Student3152,86.0,63.0,57.0,68.7
Student3153,70.0,79.0,71.0,73.3
Student3154,67.0,88.0,54.0,69.7
Student3155,54.0,76.0,66.0,65.3
Student3156,unknown,96.0,86.0,91.0
Student3157,72.0,65.0,63.0,66.7
Student3158,75.0,55.0,88.0,72.7
Student3159,86.0,82.0,90.0,86.0
Student3160,73.0,93.0,77.0,81.0
Student3161,98.0,67.0,80.0,81.7
Student3162,68.0,65.0,66.0,66.3
Student3163,74.0,61.0,84.0,73.0
Student3164,70.0,69.0,89.0,76.0
Student3165,unknown,94.0,unknown,94.0
Student3166,90.0,89.0,94.0,91.0
Student3167,82.0,78.0,97.0,85.7
Student3168,99.0,79.0,78.0,85.3
Student3169,53.0,75.0,59.0,62.3
Student3170,91.0,71.0,67.0,76.3
Student3171,56.0,82.0,84.0,74.0
Student3172,71.0,88.0,93.0,84.0
Student3173,82.0,96.0,65.0,81.0
Student3174,66.0,78.0,99.0,81.0
Student3175,73.0,71.0,98.0,80.7
Student3176,83.0,94.0,56.0,77.7
Student3177,77.0,62.0,79.0,72.7
Student3178,92.0,58.0,68.0,72.7
Student3179,90.0,unknown,72.0,81.0
Student3180,88.0,64.0,57.0,69.7
Student3181,71.0,85.0,66.0,74.0
Student3182,98.0,62.0,70.0,76.7
Student3183,66.0,76.0,75.0,72.3
Student3184,83.0,93.0,77.0,84.3
Student3185,55.0,86.0,88.0,76.3
Student3186,95.0,56.0,82.0,77.7
Student3187,55.0,57.0,89.0,67.0
Student3188,83.0,86.0,68.0,79.0
Student3189,50.0,90.0,78.0,72.7
Student3190,59.0,63.0,unknown,61.0
Student3191,70.0,61.0,69.0,66.7
Student3192,54.0,85.0,59.0,66.0
Student3193,51.0,89.0,61.0,67.0
Student3194,71.0,66.0,82.0,73.0
Student3195,97.0,89.0,74.0,86.7
Student3196,51.0,78.0,74.0,67.7
Student3197,59.0,76.0,53.0,62.7
Student3198,83.0,50.0,53.0,62.0
Student3199,65.0,83.0,58.0,68.7
Student3200,97.0,53.0,64.0,71.3
Student3201,88.0,73.0,75.0,78.7
Student3202,71.0,70.0,64.0,68.3
Student3203,61.0,82.0,75.0,72.7
Student3204,73.0,56.0,77.0,68.7
Student3205,96.0,50.0,56.0,67.3
Student3206,89.0,90.0,81.0,86.7
Student3207,87.0,52.0,61.0,66.7
Student3208,59.0,93.0,84.0,78.7
Student3209,84.0,64.0,81.0,76.3
Student3210,98.0,80.0,58.0,78.7
Student3211,81.0,65.0,63.0,69.7
Student3212,56.0,59.0,62.0,59.0
Student3213,70.0,78.0,93.0,80.3
Student3214,69.0,55.0,82.0,68.7
Student3215,75.0,78.0,81.0,78.0
Student3216,53.0,66.0,68.0,62.3
Student3217,95.0,71.0,unknown,83.0
Student3218,71.0,73.0,65.0,69.7
Student3219,64.0,66.0,61.0,63.7
Student3220,89.0,70.0,59.0,72.7
Student3221,70.0,99.0,51.0,73.3
Student3222,64.0,60.0,67.0,63.7
Student3223,71.0,56.0,62.0,63.0
Student3224,77.0,91.0,78.0,82.0
Student3225,63.0,88.0,73.0,74.7
Student3226,76.0,54.0,87.0,72.3
Student3227,90.0,93.0,61.0,81.3
Student3228,89.0,97.0,78.0,88.0
Student3229,unknown,70.0,71.0,70.5
Student3230,75.0,67.0,85.0,75.7
Student3231,98.0,84.0,50.0,77.3
Student3232,51.0,69.0,92.0,70.7
Student3233,74.0,64.0,89.0,75.7
Student3234,52.0,54.0,83.0,63.0
Student3235,57.0,62.0,83.0,67.3
Student3236,93.0,61.0,97.0,83.7
Student3237,82.0,70.0,82.0,78.0
Student3238,91.0,86.0,53.0,76.7
Student3239,84.0,55.0,87.0,75.3
Student3240,55.0,56.0,79.0,63.3
Student3241,88.0,75.0,95.0,86.0
Student3242,unknown,91.0,69.0,80.0
Student3243,74.0,97.0,75.0,82.0
Student3244,99.0,57.0,64.0,73.3
Student3245,92.0,58.0,56.0,68.7
Student3246,68.0,76.0,56.0,66.7
Student3247,54.0,53.0,99.0,68.7
Student3248,60.0,70.0,78.0,69.3
Student3249,61.0,80.0,72.0,71.0
Student3250,unknown,70.0,83.0,76.5
Student3251,57.0,89.0,69.0,71.7
Student3252,73.0,74.0,64.0,70.3
Student3253,77.0,88.0,82.0,82.3
Student3254,90.0,64.0,66.0,73.3
Student3255,85.0,84.0,69.0,79.3
Student3256,86.0,98.0,62.0,82.0
Student3257,70.0,92.0,93.0,85.0
Student3258,57.0,90.0,73.0,73.3
Student3259,unknown,86.0,96.0,91.0
Student3260,96.0,91.0,86.0,91.0
Student3261,64.0,96.0,56.0,72.0
Student3262,97.0,77.0,57.0,77.0
Student3263,unknown,63.0,72.0,67.5
Student3264,89.0,53.0,63.0,68.3
Student3265,67.0,69.0,53.0,63.0
Student3266,91.0,83.0,70.0,81.3
Student3267,69.0,61.0,95.0,75.0
Student3268,55.0,82.0,unknown,68.5
Student3269,61.0,73.0,71.0,68.3
Student3270,51.0,69.0,79.0,66.3
Student3271,56.0,54.0,79.0,63.0
Student3272,65.0,87.0,65.0,72.3
Student3273,52.0,79.0,60.0,63.7
Student3274,94.0,73.0,71.0,79.3
Student3275,52.0,92.0,78.0,74.0
Student3276,76.0,89.0,74.0,79.7
Student3277,99.0,56.0,63.0,72.7
Student3278,92.0,85.0,63.0,80.0
Student3279,89.0,87.0,51.0,75.7
Student3280,87.0,65.0,62.0,71.3
Student3281,82.0,64.0,52.0,66.0
Student3282,77.0,95.0,79.0,83.7
Student3283,50.0,72.0,67.0,63.0
Student3284,57.0,61.0,85.0,67.7
Student3285,86.0,78.0,70.0,78.0
Student3286,81.0,93.0,68.0,80.7
Student3287,97.0,97.0,65.0,86.3
Student3288,92.0,64.0,77.0,77.7
Student3289,86.0,78.0,53.0,72.3
Student3290,53.0,unknown,64.0,58.5
Student3291,79.0,92.0,50.0,73.7
Student3292,55.0,98.0,97.0,83.3
Student3293,95.0,70.0,96.0,87.0
Student3294,68.0,64.0,65.0,65.7
Student3295,81.0,63.0,69.0,71.0
Student3296,unknown,91.0,82.0,86.5
Student3297,61.0,93.0,66.0,73.3
Student3298,60.0,65.0,54.0,59.7
Student3299,95.0,64.0,54.0,71.0
Student3300,65.0,91.0,88.0,81.3
Student3301,50.0,53.0,62.0,55.0
Student3302,94.0,76.0,93.0,87.7
Student3303,70.0,72.0,85.0,75.7
Student3304,79.0,78.0,79.0,78.7
Student3305,62.0,90.0,53.0,68.3
Student3306,83.0,58.0,72.0,71.0
Student3307,53.0,92.0,70.0,71.7
Student3308,77.0,92.0,70.0,79.7
Student3309,87.0,56.0,55.0,66.0
Student3310,80.0,91.0,73.0,81.3
Student3311,76.0,53.0,unknown,64.5
Student3312,54.0,54.0,80.0,62.7
Student3313,74.0,54.0,68.0,65.3
Student3314,52.0,60.0,87.0,66.3
Student3315,82.0,90.0,61.0,77.7
Student3316,53.0,77.0,63.0,64.3
Student3317,74.0,65.0,99.0,79.3
Student3318,69.0,90.0,61.0,73.3
Student3319,83.0,79.0,64.0,75.3
Student3320,75.0,53.0,68.0,65.3
Student3321,54.0,51.0,77.0,60.7
Student3322,84.0,95.0,89.0,89.3
Student3323,77.0,52.0,90.0,73.0
Student3324,78.0,99.0,54.0,77.0
Student3325,58.0,70.0,54.0,60.7
Student3326,87.0,55.0,55.0,65.7
Student3327,99.0,92.0,72.0,87.7
Student3328,55.0,67.0,52.0,58.0
Student3329,68.0,93.0,unknown,80.5
Student3330,93.0,54.0,82.0,76.3
Student3331,60.0,58.0,92.0,70.0
Student3332,51.0,69.0,unknown,60.0
Student3333,96.0,77.0,69.0,80.7
Student3334,93.0,75.0,50.0,72.7
Student3335,93.0,67.0,88.0,82.7
Student3336,58.0,unknown,96.0,77.0
Student3337,70.0,52.0,66.0,62.7
Student3338,73.0,58.0,78.0,69.7
Student3339,83.0,85.0,57.0,75.0
Student3340,71.0,80.0,75.0,75.3
Student3341,52.0,98.0,unknown,75.0
Student3342,61.0,66.0,83.0,70.0
Student3343,77.0,72.0,unknown,74.5
Student3344,79.0,83.0,62.0,74.7
Student3345,75.0,90.0,93.0,86.0
Student3346,97.0,90.0,86.0,91.0
Student3347,70.0,54.0,62.0,62.0
Student3348,77.0,64.0,87.0,76.0
Student3349,75.0,96.0,74.0,81.7
Student3350,82.0,52.0,96.0,76.7
Student3351,70.0,68.0,unknown,69.0
Student3352,84.0,77.0,71.0,77.3
Student3353,83.0,52.0,70.0,68.3
Student3354,90.0,87.0,79.0,85.3
Student3355,96.0,53.0,60.0,69.7
Student3356,67.0,73.0,53.0,64.3
Student3357,60.0,80.0,82.0,74.0
Student3358,72.0,94.0,96.0,87.3
Student3359,97.0,94.0,61.0,84.0
Student3360,71.0,60.0,58.0,63.0
Student3361,66.0,86.0,81.0,77.7
Student3362,54.0,50.0,60.0,54.7
Student3363,93.0,58.0,86.0,79.0
Student3364,60.0,66.0,73.0,66.3
Student3365,79.0,50.0,56.0,61.7
Student3366,64.0,52.0,unknown,58.0
Student3367,76.0,96.0,82.0,84.7
Student3368,84.0,75.0,74.0,77.7
Student3369,82.0,80.0,50.0,70.7
Student3370,69.0,75.0,52.0,65.3
Student3371,65.0,72.0,89.0,75.3
Student3372,83.0,79.0,77.0,79.7
Student3373,51.0,59.0,92.0,67.3
Student3374,84.0,57.0,82.0,74.3
Student3375,89.0,93.0,95.0,92.3
Student3376,77.0,74.0,50.0,67.0
Student3377,96.0,71.0,unknown,83.5
Student3378,88.0,64.0,76.0,76.0
Student3379,55.0,90.0,87.0,77.3
Student3380,58.0,59.0,84.0,67.0
Student3381,69.0,69.0,59.0,65.7
Student3382,50.0,90.0,61.0,67.0
Student3383,57.0,96.0,59.0,70.7
Student3384,72.0,72.0,83.0,75.7
Student3385,52.0,50.0,73.0,58.3
Student3386,53.0,51.0,77.0,60.3
Student3387,74.0,68.0,71.0,71.0
Student3388,96.0,63.0,94.0,84.3
Student3389,87.0,57.0,65.0,69.7
Student3390,64.0,87.0,62.0,71.0
Student3391,70.0,61.0,85.0,72.0
Student3392,84.0,75.0,85.0,81.3
Student3393,95.0,76.0,92.0,87.7
Student3394,63.0,78.0,72.0,71.0
Student3395,85.0,unknown,unknown,85.0
Student3396,61.0,95.0,81.0,79.0
Student3397,66.0,50.0,unknown,58.0
Student3398,88.0,92.0,unknown,90.0
Student3399,58.0,77.0,68.0,67.7
Student3400,84.0,52.0,71.0,69.0
Student3401,62.0,67.0,50.0,59.7
Student3402,64.0,83.0,54.0,67.0
Student3403,67.0,81.0,98.0,82.0
Student3404,82.0,78.0,82.0,80.7
Student3405,55.0,74.0,68.0,65.7
Student3406,76.0,75.0,85.0,78.7
Student3407,72.0,88.0,55.0,71.7
Student3408,76.0,57.0,64.0,65.7
Student3409,83.0,68.0,85.0,78.7
Student3410,95.0,96.0,82.0,91.0
Student3411,87.0,91.0,73.0,83.7
Student3412,63.0,71.0,76.0,70.0
Student3413,85.0,78.0,98.0,87.0
Student3414,57.0,82.0,60.0,66.3
Student3415,84.0,87.0,98.0,89.7
Student3416,68.0,94.0,72.0,78.0
Student3417,79.0,95.0,82.0,85.3
Student3418,63.0,84.0,90.0,79.0
Student3419,69.0,92.0,95.0,85.3
Student3420,98.0,52.0,96.0,82.0
Student3421,74.0,68.0,78.0,73.3
Student3422,89.0,59.0,80.0,76.0
Student3423,73.0,76.0,50.0,66.3
Student3424,63.0,64.0,83.0,70.0
Student3425,75.0,60.0,67.0,67.3
Student3426,87.0,96.0,67.0,83.3
Student3427,72.0,75.0,55.0,67.3
Student3428,71.0,73.0,89.0,77.7
Student3429,97.0,62.0,50.0,69.7
Student3430,68.0,81.0,96.0,81.7
Student3431,95.0,86.0,91.0,90.7
Student3432,52.0,53.0,79.0,61.3
Student3433,unknown,62.0,53.0,57.5
Student3434,68.0,58.0,81.0,69.0
Student3435,58.0,98.0,59.0,71.7
Student3436,77.0,83.0,92.0,84.0
Student3437,69.0,86.0,54.0,69.7
Student3438,94.0,97.0,58.0,83.0
Student3439,56.0,56.0,54.0,55.3
Student3440,63.0,50.0,60.0,57.7
Student3441,58.0,61.0,84.0,67.7
Student3442,unknown,70.0,76.0,73.0
Student3443,96.0,60.0,53.0,69.7
Student3444,63.0,93.0,59.0,71.7
Student3445,87.0,93.0,88.0,89.3
Student3446,85.0,93.0,82.0,86.7
Student3447,89.0,63.0,87.0,79.7
Student3448,66.0,83.0,57.0,68.7
Student3449,79.0,83.0,98.0,86.7
Student3450,58.0,74.0,73.0,68.3
Student3451,82.0,53.0,88.0,74.3
Student3452,74.0,75.0,82.0,77.0
Student3453,63.0,65.0,90.0,72.7
Student3454,60.0,59.0,unknown,59.5
Student3455,84.0,94.0,68.0,82.0
Student3456,90.0,51.0,51.0,64.0
Student3457,unknown,84.0,60.0,72.0
Student3458,unknown,68.0,84.0,76.0
Student3459,90.0,55.0,66.0,70.3
Student3460,53.0,68.0,91.0,70.7
Student3461,53.0,57.0,52.0,54.0
Student3462,77.0,63.0,71.0,70.3
Student3463,57.0,59.0,84.0,66.7
Student3464,51.0,52.0,unknown,51.5
Student3465,90.0,87.0,74.0,83.7
Student3466,95.0,78.0,88.0,87.0
Student3467,71.0,64.0,51.0,62.0
Student3468,unknown,72.0,50.0,61.0
Student3469,65.0,72.0,56.0,64.3
Student3470,78.0,67.0,69.0,71.3
Student3471,98.0,95.0,92.0,95.0
Student3472,97.0,68.0,55.0,73.3
Student3473,79.0,77.0,85.0,80.3
Student3474,61.0,75.0,70.0,68.7
Student3475,84.0,59.0,95.0,79.3
Student3476,60.0,unknown,84.0,72.0
Student3477,95.0,53.0,85.0,77.7
Student3478,99.0,51.0,57.0,69.0
Student3479,70.0,52.0,99.0,73.7
Student3480,70.0,56.0,53.0,59.7
Student3481,54.0,65.0,92.0,70.3
Student3482,97.0,80.0,65.0,80.7
Student3483,69.0,59.0,52.0,60.0
Student3484,86.0,68.0,56.0,70.0
Student3485,52.0,77.0,51.0,60.0
Student3486,93.0,unknown,50.0,71.5
Student3487,82.0,77.0,50.0,69.7
Student3488,58.0,68.0,87.0,71.0
Student3489,58.0,86.0,56.0,66.7
Student3490,53.0,72.0,73.0,66.0
Student3491,84.0,69.0,54.0,69.0
Student3492,66.0,62.0,70.0,66.0
Student3493,unknown,62.0,77.0,69.5
Student3494,73.0,92.0,67.0,77.3
Student3495,81.0,60.0,73.0,71.3
Student3496,50.0,97.0,81.0,76.0
Student3497,57.0,64.0,94.0,71.7
Student3498,94.0,66.0,82.0,80.7
Student3499,72.0,99.0,59.0,76.7
Student3500,96.0,77.0,58.0,77.0
Student3501,89.0,68.0,98.0,85.0
Student3502,unknown,53.0,82.0,67.5
Student3503,unknown,71.0,82.0,76.5
Student3504,95.0,71.0,56.0,74.0
Student3505,96.0,86.0,53.0,78.3
Student3506,unknown,88.0,77.0,82.5
Student3507,90.0,83.0,72.0,81.7
Student3508,68.0,82.0,81.0,77.0
Student3509,75.0,93.0,93.0,87.0
Student3510,78.0,91.0,65.0,78.0
Student3511,71.0,89.0,95.0,85.0
Student3512,89.0,82.0,59.0,76.7
Student3513,70.0,61.0,63.0,64.7
Student3514,87.0,51.0,88.0,75.3
Student3515,69.0,77.0,85.0,77.0
Student3516,78.0,59.0,83.0,73.3
Student3517,53.0,71.0,73.0,65.7
Student3518,56.0,66.0,67.0,63.0
Student3519,77.0,75.0,65.0,72.3
Student3520,77.0,52.0,90.0,73.0
Student3521,53.0,56.0,86.0,65.0
Student3522,71.0,93.0,90.0,84.7
Student3523,61.0,unknown,74.0,67.5
Student3524,94.0,69.0,57.0,73.3
Student3525,52.0,61.0,73.0,62.0
Student3526,71.0,84.0,69.0,74.7
Student3527,93.0,66.0,97.0,85.3
Student3528,unknown,77.0,79.0,78.0
Student3529,73.0,90.0,69.0,77.3
Student3530,83.0,59.0,67.0,69.7
Student3531,76.0,71.0,53.0,66.7
Student3532,90.0,unknown,97.0,93.5
Student3533,50.0,82.0,85.0,72.3
Student3534,57.0,unknown,55.0,56.0
Student3535,72.0,93.0,52.0,72.3
Student3536,87.0,86.0,67.0,80.0
Student3537,55.0,62.0,96.0,71.0
Student3538,71.0,76.0,89.0,78.7
Student3539,74.0,unknown,67.0,70.5
Student3540,67.0,71.0,72.0,70.0
Student3541,66.0,79.0,84.0,76.3
Student3542,61.0,92.0,55.0,69.3
Student3543,55.0,89.0,75.0,73.0
Student3544,75.0,86.0,70.0,77.0
Student3545,76.0,83.0,73.0,77.3
Student3546,unknown,93.0,64.0,78.5
Student3547,68.0,83.0,76.0,75.7
Student3548,91.0,97.0,81.0,89.7
Student3549,50.0,84.0,61.0,65.0
Student3550,78.0,91.0,54.0,74.3
Student3551,94.0,68.0,56.0,72.7
Student3552,98.0,57.0,71.0,75.3
Student3553,84.0,88.0,76.0,82.7
Student3554,89.0,82.0,64.0,78.3
Student3555,63.0,93.0,88.0,81.3
Student3556,84.0,77.0,94.0,85.0
Student3557,97.0,86.0,84.0,89.0
Student3558,94.0,97.0,75.0,88.7
Student3559,69.0,74.0,72.0,71.7
Student3560,98.0,85.0,62.0,81.7
Student3561,62.0,66.0,75.0,67.7
Student3562,87.0,73.0,52.0,70.7
Student3563,98.0,70.0,78.0,82.0
Student3564,95.0,51.0,51.0,65.7
Student3565,98.0,80.0,77.0,85.0
Student3566,57.0,93.0,72.0,74.0
Student3567,unknown,82.0,85.0,83.5
Student3568,69.0,79.0,98.0,82.0
Student3569,82.0,61.0,55.0,66.0
Student3570,75.0,93.0,60.0,76.0
Student3571,88.0,61.0,unknown,74.5
Student3572,unknown,98.0,83.0,90.5
Student3573,98.0,73.0,66.0,79.0
Student3574,91.0,73.0,52.0,72.0
Student3575,92.0,60.0,93.0,81.7
Student3576,90.0,62.0,95.0,82.3
Student3577,58.0,76.0,83.0,72.3
Student3578,73.0,57.0,71.0,67.0
Student3579,86.0,59.0,unknown,72.5
Student3580,98.0,57.0,78.0,77.7
Student3581,90.0,69.0,54.0,71.0
Student3582,66.0,57.0,59.0,60.7
Student3583,73.0,58.0,59.0,63.3
Student3584,70.0,56.0,unknown,63.0
Student3585,88.0,63.0,70.0,73.7
Student3586,90.0,77.0,62.0,76.3
Student3587,88.0,51.0,59.0,66.0
Student3588,62.0,92.0,87.0,80.3
Student3589,60.0,57.0,60.0,59.0
Student3590,95.0,62.0,53.0,70.0
Student3591,68.0,70.0,95.0,77.7
Student3592,60.0,96.0,80.0,78.7
Student3593,62.0,77.0,98.0,79.0
Student3594,95.0,84.0,83.0,87.3
Student3595,94.0,72.0,91.0,85.7
Student3596,unknown,95.0,84.0,89.5
Student3597,89.0,64.0,88.0,80.3
Student3598,93.0,51.0,88.0,77.3
Student3599,68.0,61.0,82.0,70.3
Student3600,61.0,85.0,57.0,67.7
Student3601,57.0,52.0,81.0,63.3
Student3602,57.0,54.0,82.0,64.3
Student3603,94.0,52.0,57.0,67.7
Student3604,61.0,96.0,95.0,84.0
Student3605,97.0,68.0,63.0,76.0
Student3606,82.0,51.0,83.0,72.0
Student3607,94.0,93.0,57.0,81.3
Student3608,75.0,86.0,91.0,84.0
Student3609,unknown,66.0,56.0,61.0
Student3610,77.0,63.0,62.0,67.3
Student3611,54.0,77.0,70.0,67.0
Student3612,unknown,76.0,96.0,86.0
Student3613,74.0,unknown,81.0,77.5
Student3614,unknown,52.0,60.0,56.0
Student3615,95.0,85.0,63.0,81.0
Student3616,72.0,87.0,60.0,73.0
Student3617,79.0,74.0,51.0,68.0
Student3618,94.0,71.0,83.0,82.7
Student3619,96.0,97.0,unknown,96.5
Student3620,72.0,88.0,96.0,85.3
Student3621,98.0,96.0,66.0,86.7
Student3622,96.0,79.0,63.0,79.3
Student3623,69.0,70.0,74.0,71.0
Student3624,67.0,79.0,97.0,81.0
Student3625,67.0,77.0,76.0,73.3
Student3626,51.0,80.0,unknown,65.5
Student3627,53.0,75.0,66.0,64.7
Student3628,79.0,92.0,54.0,75.0
Student3629,82.0,71.0,61.0,71.3
Student3630,85.0,70.0,87.0,80.7
Student3631,67.0,50.0,67.0,61.3
Student3632,86.0,86.0,75.0,82.3
Student3633,68.0,62.0,80.0,70.0
Student3634,96.0,70.0,86.0,84.0
Student3635,77.0,95.0,55.0,75.7
Student3636,89.0,58.0,90.0,79.0
Student3637,69.0,66.0,64.0,66.3
Student3638,98.0,96.0,91.0,95.0
Student3639,82.0,70.0,98.0,83.3
Student3640,61.0,80.0,75.0,72.0
Student3641,64.0,88.0,61.0,71.0
Student3642,90.0,71.0,90.0,83.7
Student3643,88.0,61.0,96.0,81.7
Student3644,51.0,55.0,63.0,56.3
Student3645,unknown,65.0,50.0,57.5
Student3646,90.0,75.0,66.0,77.0
Student3647,59.0,54.0,82.0,65.0
Student3648,51.0,58.0,78.0,62.3
Student3649,60.0,95.0,unknown,77.5
Student3650,62.0,89.0,80.0,77.0
Student3651,59.0,63.0,57.0,59.7
Student3652,63.0,93.0,79.0,78.3
Student3653,unknown,91.0,62.0,76.5
Student3654,58.0,79.0,65.0,67.3
Student3655,88.0,75.0,51.0,71.3
Student3656,77.0,94.0,94.0,88.3
Student3657,52.0,78.0,67.0,65.7
Student3658,unknown,68.0,84.0,76.0
Student3659,55.0,96.0,94.0,81.7
Student3660,76.0,57.0,68.0,67.0
Student3661,51.0,72.0,62.0,61.7
Student3662,78.0,91.0,53.0,74.0
Student3663,87.0,84.0,68.0,79.7
Student3664,52.0,80.0,99.0,77.0
Student3665,65.0,84.0,74.0,74.3
Student3666,79.0,81.0,87.0,82.3
Student3667,89.0,54.0,80.0,74.3
Student3668,51.0,65.0,85.0,67.0
Student3669,66.0,66.0,53.0,61.7
Student3670,90.0,81.0,88.0,86.3
Student3671,61.0,87.0,56.0,68.0
Student3672,84.0,81.0,65.0,76.7
Student3673,92.0,69.0,97.0,86.0
Student3674,50.0,97.0,54.0,67.0
Student3675,94.0,51.0,96.0,80.3
Student3676,64.0,69.0,72.0,68.3
Student3677,75.0,96.0,85.0,85.3
Student3678,86.0,67.0,81.0,78.0
Student3679,70.0,unknown,73.0,71.5
Student3680,98.0,78.0,74.0,83.3
Student3681,80.0,78.0,94.0,84.0
Student3682,unknown,68.0,77.0,72.5
Student3683,72.0,93.0,68.0,77.7
Student3684,unknown,89.0,56.0,72.5
Student3685,87.0,55.0,unknown,71.0
Student3686,77.0,93.0,90.0,86.7
Student3687,70.0,88.0,66.0,74.7
Student3688,92.0,99.0,51.0,80.7
Student3689,67.0,95.0,65.0,75.7
Student3690,85.0,57.0,88.0,76.7
Student3691,84.0,73.0,67.0,74.7
Student3692,94.0,69.0,88.0,83.7
Student3693,58.0,63.0,50.0,57.0
Student3694,87.0,54.0,52.0,64.3
Student3695,79.0,90.0,unknown,84.5
Student3696,93.0,89.0,79.0,87.0
Student3697,83.0,83.0,60.0,75.3
Student3698,unknown,65.0,71.0,68.0
Student3699,52.0,94.0,96.0,80.7
